date,debit_L_s
2015-06-24,3263.392498710156
2015-06-25,3213.3894659130224
2015-06-26,3289.0096781231496
2015-06-27,3201.3361201252224
2015-06-28,2970.4975287089596
2015-06-29,3144.5558806527147
2015-06-30,3058.8880808720205
2015-07-01,3005.094982274516
2015-07-02,3066.6625165283936
2015-07-03,2967.3619596471276
2015-07-04,2645.3779272852826
2015-07-05,3068.7004580056337
2015-07-06,2990.9876355184274
2015-07-07,2849.244077370131
2015-07-08,2798.591684123542
2015-07-09,2832.8731174321397
2015-07-10,2656.2019822064135
2015-07-11,2789.778749471518
2015-07-12,2710.6865701415823
2015-07-13,2673.0580856922943
2015-07-14,2590.774511041848
2015-07-15,2590.0497231022755
2015-07-16,2743.471192149917
2015-07-17,2741.380505516104
2015-07-18,2633.3150979909346
2015-07-19,2553.7539054691756
2015-07-20,2445.9242093168946
2015-07-21,2581.03487723103
2015-07-22,2646.0433084649153
2015-07-23,2299.3418849391855
2015-07-24,2554.22036218539
2015-07-25,2196.396279810431
2015-07-26,2355.3048643337825
2015-07-27,2404.291474239424
2015-07-28,2206.041206014127
2015-07-29,2167.7462983329115
2015-07-30,2315.1195904350257
2015-07-31,2361.5387206364503
2015-08-01,2203.8517910232463
2015-08-02,2363.5376993109503
2015-08-03,2129.1358008360935
2015-08-04,2360.777280901763
2015-08-05,2175.837844731278
2015-08-06,2166.0303236265822
2015-08-07,2182.9499605392325
2015-08-08,2132.775448389269
2015-08-09,2264.7332910507257
2015-08-10,2280.5582615783383
2015-08-11,2094.5546176347843
2015-08-12,2003.689339031317
2015-08-13,1883.2566463031176
2015-08-14,1906.331802875152
2015-08-15,1963.8979645870636
2015-08-16,1934.3500030748962
2015-08-17,1921.9396162145763
2015-08-18,1908.9526315133471
2015-08-19,1940.4655768181437
2015-08-20,1738.6348993809888
2015-08-21,1754.2813616154158
2015-08-22,1952.484598695666
2015-08-23,1907.928528891168
2015-08-24,1754.6758553516574
2015-08-25,1922.2947923969568
2015-08-26,1709.98689727891
2015-08-27,1737.673164877612
2015-08-28,1565.8977082219487
2015-08-29,1819.119838192601
2015-08-30,1719.8698082174799
2015-08-31,1814.439086945179
2015-09-01,1765.4855824395788
2015-09-02,1691.9908656414789
2015-09-03,1686.5191007128337
2015-09-04,1778.3936116661782
2015-09-05,1631.3707439998334
2015-09-06,1621.68979086874
2015-09-07,1633.4057973727508
2015-09-08,1697.1368209482396
2015-09-09,1699.3675656343678
2015-09-10,1789.6973757502228
2015-09-11,1581.4674048993277
2015-09-12,1707.7401098012076
2015-09-13,1508.262819277041
2015-09-14,1626.7232158154707
2015-09-15,1571.9887605613515
2015-09-16,1726.4417992553008
2015-09-17,1607.7409257341458
2015-09-18,1496.250939510933
2015-09-19,1593.5656229225433
2015-09-20,1565.4571923031465
2015-09-21,1494.6393163996997
2015-09-22,1492.7880117411814
2015-09-23,1424.1924928182407
2015-09-24,1791.1023738168228
2015-09-25,1526.1076757724293
2015-09-26,1607.6727855920199
2015-09-27,1391.7406022758817
2015-09-28,1398.2281998137164
2015-09-29,1490.4456534223787
2015-09-30,1490.2679156005063
2015-10-01,1585.2211688159748
2015-10-02,1404.8778980767895
2015-10-03,1559.9526671295216
2015-10-04,1658.6364419046124
2015-10-05,1417.2968410087801
2015-10-06,1601.7307629776492
2015-10-07,1417.1596660283994
2015-10-08,1550.7528897463735
2015-10-09,1555.8226043431364
2015-10-10,1697.0198021476845
2015-10-11,1458.4337141992505
2015-10-12,1549.0018727366873
2015-10-13,1641.6293899042605
2015-10-14,1425.5880410352652
2015-10-15,1547.8443977883587
2015-10-16,1468.1319878397387
2015-10-17,1491.7569221554052
2015-10-18,1637.3952670901153
2015-10-19,1646.9260606445698
2015-10-20,1842.7397347148333
2015-10-21,1731.195090538523
2015-10-22,1731.3272387735976
2015-10-23,1595.0644744162496
2015-10-24,1591.4145349584621
2015-10-25,1645.284113511781
2015-10-26,1414.5867906631454
2015-10-27,1818.7237322278913
2015-10-28,1597.169397581895
2015-10-29,1569.897108621174
2015-10-30,1642.1147605128053
2015-10-31,1787.8391168291337
2015-11-01,1837.4448057746274
2015-11-02,1688.598995350343
2015-11-03,1783.4448825598415
2015-11-04,1748.0635795723285
2015-11-05,1668.4635125929517
2015-11-06,1799.7655161672888
2015-11-07,1800.5919588059903
2015-11-08,1659.5000872658632
2015-11-09,1939.0836895406403
2015-11-10,1688.0250669935515
2015-11-11,1885.0471676840477
2015-11-12,1773.4850539744734
2015-11-13,1814.2461336008446
2015-11-14,1842.921119224669
2015-11-15,2001.485166411954
2015-11-16,1823.7111668377067
2015-11-17,1948.5360267472106
2015-11-18,2141.5612524915714
2015-11-19,1935.8175200569267
2015-11-20,2021.5854781822115
2015-11-21,2110.8414242085664
2015-11-22,2006.0555871742004
2015-11-23,2132.076908043474
2015-11-24,2038.9536260386235
2015-11-25,2195.797145961439
2015-11-26,2153.090758064456
2015-11-27,2074.5221243207534
2015-11-28,2330.61606519204
2015-11-29,2202.0099321981866
2015-11-30,2205.5450320257737
2015-12-01,2163.308885526897
2015-12-02,2231.270529997474
2015-12-03,2291.3252642959114
2015-12-04,2341.0514886878022
2015-12-05,2456.779003727111
2015-12-06,2238.429880944582
2015-12-07,2358.763830145846
2015-12-08,2536.979278376157
2015-12-09,2459.365403481941
2015-12-10,2506.0032771570213
2015-12-11,2648.646084914999
2015-12-12,2547.4058010362637
2015-12-13,2584.7441000708077
2015-12-14,2558.619141657858
2015-12-15,2764.1963419512876
2015-12-16,2717.2707107407855
2015-12-17,2565.080753856401
2015-12-18,2717.098094313593
2015-12-19,2572.577492160405
2015-12-20,2821.349761563741
2015-12-21,2805.0878767272625
2015-12-22,2747.305483381777
2015-12-23,2748.542794068585
2015-12-24,2634.7259589280993
2015-12-25,2916.1364666128825
2015-12-26,2853.668072868058
2015-12-27,2859.8647339294753
2015-12-28,2989.030419711602
2015-12-29,2875.9316043819194
2015-12-30,2909.4393408167875
2015-12-31,2924.4010500175295
2016-01-01,2890.683114010846
2016-01-02,3292.6703724628305
2016-01-03,3057.966764322868
2016-01-04,3068.0815176980486
2016-01-05,3218.8239692683974
2016-01-06,2839.450787557892
2016-01-07,3176.861945922948
2016-01-08,3206.699432538413
2016-01-09,3133.6711945101265
2016-01-10,3302.081475927551
2016-01-11,3078.6410390666247
2016-01-12,3306.5432783037813
2016-01-13,3418.7551188087814
2016-01-14,3132.276673559519
2016-01-15,3233.6186175326957
2016-01-16,3386.4098710440244
2016-01-17,3423.7865828544536
2016-01-18,3384.177551277555
2016-01-19,3508.320435158433
2016-01-20,3519.74364970245
2016-01-21,3383.816995897429
2016-01-22,3531.792883210673
2016-01-23,3437.236165237956
2016-01-24,3380.0753534382657
2016-01-25,3369.3372847025985
2016-01-26,3736.070752436625
2016-01-27,3643.086781573203
2016-01-28,3874.2072279250483
2016-01-29,3554.558265339459
2016-01-30,3687.6692614893077
2016-01-31,3779.205043735004
2016-02-01,3753.046868518216
2016-02-02,3839.413655159185
2016-02-03,3825.672231408279
2016-02-04,3771.1673946527653
2016-02-05,3620.9195629775713
2016-02-06,3780.085750085666
2016-02-07,4068.1316965352717
2016-02-08,3993.360192309452
2016-02-09,4074.941295464644
2016-02-10,3898.75029975649
2016-02-11,3958.0825636775635
2016-02-12,3909.128345842258
2016-02-13,4055.253368509614
2016-02-14,4041.26773962236
2016-02-15,4098.954260337766
2016-02-16,4248.137231271076
2016-02-17,4006.1195814533926
2016-02-18,4181.035454541221
2016-02-19,3984.0767806581844
2016-02-20,4251.545575157871
2016-02-21,4113.368055871448
2016-02-22,4166.37171426493
2016-02-23,4202.915896765957
2016-02-24,4369.241200602254
2016-02-25,4216.337904848077
2016-02-26,4184.250726856746
2016-02-27,4129.7579207538065
2016-02-28,4289.615197945594
2016-02-29,4189.931233778673
2016-03-01,4238.13489772601
2016-03-02,4298.585970432225
2016-03-03,4380.596767122633
2016-03-04,4253.760357101573
2016-03-05,4403.829689821867
2016-03-06,4524.955360147834
2016-03-07,4209.5481123641985
2016-03-08,4505.1205634873895
2016-03-09,4594.153336734863
2016-03-10,4329.11209529001
2016-03-11,4458.727912836345
2016-03-12,4268.537951216128
2016-03-13,4448.197103291537
2016-03-14,4389.404003633499
2016-03-15,4459.83686171601
2016-03-16,4344.376976783075
2016-03-17,4360.306483116313
2016-03-18,4403.667496819461
2016-03-19,4382.622822168551
2016-03-20,4396.841429122007
2016-03-21,4442.981844963211
2016-03-22,4356.200430191327
2016-03-23,4456.316025185393
2016-03-24,4522.332031477736
2016-03-25,4245.586909256209
2016-03-26,4499.116638086284
2016-03-27,4406.642965137162
2016-03-28,4370.6407841490045
2016-03-29,4349.0639614510865
2016-03-30,4398.966932814602
2016-03-31,4409.501760194069
2016-04-01,4518.2293373002
2016-04-02,4356.690095445802
2016-04-03,4586.215538957303
2016-04-04,4398.6778122545375
2016-04-05,4547.228609748836
2016-04-06,4585.585633346246
2016-04-07,4352.0430067567995
2016-04-08,4578.8139828083495
2016-04-09,4687.675070415066
2016-04-10,4422.039937553267
2016-04-11,4521.363838485518
2016-04-12,4446.332838233786
2016-04-13,4463.061985707086
2016-04-14,4431.116341339525
2016-04-15,4394.344731081592
2016-04-16,4511.237012192484
2016-04-17,4520.666400226397
2016-04-18,4425.537547479675
2016-04-19,4569.662873696191
2016-04-20,4519.339646769508
2016-04-21,4472.461645825521
2016-04-22,4321.505780614826
2016-04-23,4574.341220368859
2016-04-24,4506.614411716242
2016-04-25,4149.330882878157
2016-04-26,4242.800669567563
2016-04-27,4294.852001511519
2016-04-28,4425.087980437983
2016-04-29,4443.87145466858
2016-04-30,4278.310309614919
2016-05-01,4319.1881240160355
2016-05-02,4351.290428229344
2016-05-03,4140.679321725268
2016-05-04,4313.501926130938
2016-05-05,4209.566839968251
2016-05-06,4244.134193070224
2016-05-07,4205.863063070609
2016-05-08,4077.2800200945903
2016-05-09,4080.1714488019306
2016-05-10,4167.816504524013
2016-05-11,4160.204225705042
2016-05-12,4104.132376679421
2016-05-13,4219.662169768359
2016-05-14,4060.088065564039
2016-05-15,3956.4374533278024
2016-05-16,4025.5203021932757
2016-05-17,4024.1436871760743
2016-05-18,4009.8441100685677
2016-05-19,4120.288773875463
2016-05-20,4035.6961761205316
2016-05-21,4070.482860003728
2016-05-22,4007.5523894901175
2016-05-23,3908.542592432064
2016-05-24,4008.382743268069
2016-05-25,3857.895257264478
2016-05-26,3887.8750522190267
2016-05-27,3741.700396971879
2016-05-28,3830.5402912489
2016-05-29,3766.2917720623427
2016-05-30,3814.0424550767957
2016-05-31,3936.380113753791
2016-06-01,3969.5154379083497
2016-06-02,3811.7043014125475
2016-06-03,3684.0968388224624
2016-06-04,3746.5813128816394
2016-06-05,3663.76912817011
2016-06-06,3556.640515436842
2016-06-07,3587.526089439092
2016-06-08,3545.0321623975615
2016-06-09,3485.6763942208822
2016-06-10,3660.059074381844
2016-06-11,3443.704639826752
2016-06-12,3423.6245882760622
2016-06-13,3519.138146944509
2016-06-14,3354.6563931448773
2016-06-15,3284.3116835894475
2016-06-16,3289.2617097429797
2016-06-17,3397.5601268054716
2016-06-18,3361.8805390866255
2016-06-19,3328.9313056050164
2016-06-20,3227.286010314137
2016-06-21,3157.0104931165233
2016-06-22,3313.589655913805
2016-06-23,3052.7725641945985
2016-06-24,3150.5666857228666
2016-06-25,3013.63841090516
2016-06-26,3079.9206428967746
2016-06-27,3079.5745730112753
2016-06-28,3191.9278819280103
2016-06-29,2756.6337247899064
2016-06-30,3154.3422185391137
2016-07-01,2903.5136472784634
2016-07-02,2995.8023373184233
2016-07-03,3021.1726362523104
2016-07-04,2838.4618939333704
2016-07-05,2880.477674962623
2016-07-06,2912.9496590358904
2016-07-07,2825.6863581191633
2016-07-08,2738.8776220995837
2016-07-09,2805.9190032352126
2016-07-10,2772.6123228787355
2016-07-11,2586.417069972502
2016-07-12,2846.934729204783
2016-07-13,2708.5000316346245
2016-07-14,2418.601331136259
2016-07-15,2552.7962437148103
2016-07-16,2782.974289455588
2016-07-17,2744.9999630176085
2016-07-18,2588.61676807618
2016-07-19,2368.558476863978
2016-07-20,2488.8864511242523
2016-07-21,2594.3632102229585
2016-07-22,2503.7159890277558
2016-07-23,2407.102674578335
2016-07-24,2342.9991825737234
2016-07-25,2475.6221415797636
2016-07-26,2348.4248784165025
2016-07-27,2378.8021313710924
2016-07-28,2372.622963442247
2016-07-29,2464.5704950654176
2016-07-30,2296.2978495089305
2016-07-31,2281.404162320493
2016-08-01,2054.4974612084825
2016-08-02,2322.497227045535
2016-08-03,2278.4054165019456
2016-08-04,2166.53161786106
2016-08-05,1919.372748940269
2016-08-06,2069.231347973308
2016-08-07,2112.378995924314
2016-08-08,2294.1508976852065
2016-08-09,2123.1116568395096
2016-08-10,2123.4659285466055
2016-08-11,2106.433943605794
2016-08-12,2138.5508540313854
2016-08-13,1872.2030569865196
2016-08-14,1881.6975516580314
2016-08-15,1830.139395303482
2016-08-16,1901.5902931874398
2016-08-17,1876.6896282029452
2016-08-18,1904.7729036489557
2016-08-19,1774.579407738731
2016-08-20,1869.561070038437
2016-08-21,1758.190538667143
2016-08-22,2039.1894632234828
2016-08-23,1758.5375998517397
2016-08-24,2051.254447090737
2016-08-25,1944.494942882747
2016-08-26,1646.121310214099
2016-08-27,1847.4802939427057
2016-08-28,1798.3536223060544
2016-08-29,1570.1172014635888
2016-08-30,1771.4608357799887
2016-08-31,1688.5156545317445
2016-09-01,1719.9390961246615
2016-09-02,1587.463874980194
2016-09-03,1654.9413841721741
2016-09-04,1691.1004988352508
2016-09-05,1620.610187011849
2016-09-06,1567.35142987995
2016-09-07,1602.2465729699238
2016-09-08,1510.2104534916166
2016-09-09,1633.2906916345078
2016-09-10,1333.7259936687
2016-09-11,1732.5705503137797
2016-09-12,1579.9193807151996
2016-09-13,1613.3780568354364
2016-09-14,1644.2779628703552
2016-09-15,1427.4779527841451
2016-09-16,1773.6679694088923
2016-09-17,1427.4708051097061
2016-09-18,1580.9253519270292
2016-09-19,1561.6576957168995
2016-09-20,1655.9493406880522
2016-09-21,1519.261602499343
2016-09-22,1375.1285288672007
2016-09-23,1545.5524559901173
2016-09-24,1263.0568187778424
2016-09-25,1487.5076690711528
2016-09-26,1459.4922171041524
2016-09-27,1660.2795839924872
2016-09-28,1474.7482178147698
2016-09-29,1456.9705597150917
2016-09-30,1425.9537285266135
2016-10-01,1416.2344136123118
2016-10-02,1447.1156165681516
2016-10-03,1563.6278647224794
2016-10-04,1373.0042216057013
2016-10-05,1486.0729781252305
2016-10-06,1362.7823708060757
2016-10-07,1495.4878805433154
2016-10-08,1531.8184846272036
2016-10-09,1395.537891091827
2016-10-10,1465.8542312215764
2016-10-11,1538.247121409972
2016-10-12,1609.9997816221126
2016-10-13,1633.5216784924348
2016-10-14,1532.8527764626072
2016-10-15,1450.1583472664745
2016-10-16,1394.1943573154056
2016-10-17,1642.387564409991
2016-10-18,1711.7249359194252
2016-10-19,1616.6251207714445
2016-10-20,1745.3499142356638
2016-10-21,1551.872699238068
2016-10-22,1567.3947286628356
2016-10-23,1773.8778227751188
2016-10-24,1525.402433402622
2016-10-25,1697.8247772591203
2016-10-26,1686.8807273780374
2016-10-27,1674.9219693896316
2016-10-28,1845.0520993510277
2016-10-29,1595.2915158550823
2016-10-30,1653.0702174887758
2016-10-31,1499.20970578351
2016-11-01,1617.1098906941459
2016-11-02,1684.4973348305432
2016-11-03,1711.16045161685
2016-11-04,1744.1454988324758
2016-11-05,1809.4011975894412
2016-11-06,1727.4982196993308
2016-11-07,1611.2415980697233
2016-11-08,1841.286759985778
2016-11-09,1884.5301185470832
2016-11-10,1742.132484066315
2016-11-11,1796.6565635135876
2016-11-12,2069.8860978232865
2016-11-13,2013.739544245118
2016-11-14,2037.818085687933
2016-11-15,2013.9667356703903
2016-11-16,1979.921044376175
2016-11-17,1932.7414933097218
2016-11-18,2060.6677801087776
2016-11-19,2002.6314474168692
2016-11-20,1998.0328911173401
2016-11-21,2061.173186949012
2016-11-22,2074.4830488921075
2016-11-23,2192.5293006986117
2016-11-24,2027.476011136307
2016-11-25,2395.628997919788
2016-11-26,2065.0227771623436
2016-11-27,2144.9665930142646
2016-11-28,2304.6256302984034
2016-11-29,2147.6210874009616
2016-11-30,2205.6131446455042
2016-12-01,2279.396066690239
2016-12-02,2000.8658986431801
2016-12-03,2271.1845137151945
2016-12-04,2248.2768023662425
2016-12-05,2343.8153433755474
2016-12-06,2442.3954232860124
2016-12-07,2480.240267391809
2016-12-08,2590.9355422008757
2016-12-09,2609.013445685382
2016-12-10,2592.0509390452066
2016-12-11,2508.4059758923645
2016-12-12,2641.8994288074273
2016-12-13,2461.306832023634
2016-12-14,2576.5554132376874
2016-12-15,2756.1143952733332
2016-12-16,2715.8267053085733
2016-12-17,2520.514433144379
2016-12-18,2626.8417525051173
2016-12-19,2803.0248470872157
2016-12-20,2799.3994276496715
2016-12-21,2871.397763257108
2016-12-22,2610.2882092771038
2016-12-23,2686.4024506208507
2016-12-24,2814.5174889138357
2016-12-25,2767.271085680311
2016-12-26,2888.239806805543
2016-12-27,2918.5203061222783
2016-12-28,2978.0932313538206
2016-12-29,2955.9159456892216
2016-12-30,3051.6678762377032
2016-12-31,3099.4726654606534
2017-01-01,3042.9853472982004
2017-01-02,2930.2490250681367
2017-01-03,3209.3154256268554
2017-01-04,3126.9643303836715
2017-01-05,3173.517272767205
2017-01-06,3173.849734194368
2017-01-07,3019.943368940682
2017-01-08,3266.108451130389
2017-01-09,3167.2811547095453
2017-01-10,3135.853354969992
2017-01-11,3413.6266532179125
2017-01-12,3278.626271224699
2017-01-13,3363.6675481007705
2017-01-14,3449.486547701536
2017-01-15,3547.6789056534208
2017-01-16,3226.9822718251557
2017-01-17,3359.413811652269
2017-01-18,3527.0026268588294
2017-01-19,3416.077684516142
2017-01-20,3179.25339424612
2017-01-21,3546.4278429131077
2017-01-22,3578.6616164868465
2017-01-23,3659.8402966219987
2017-01-24,3626.7356471034986
2017-01-25,3582.7286814845693
2017-01-26,3672.0486603479485
2017-01-27,3670.1820324783193
2017-01-28,3645.758380970788
2017-01-29,3745.211839161237
2017-01-30,3777.7839801454165
2017-01-31,3662.2385775624416
2017-02-01,3889.7966494929706
2017-02-02,3891.6803366901786
2017-02-03,3909.1755764456693
2017-02-04,3574.7922123996204
2017-02-05,3884.2392467066484
2017-02-06,3880.7972842001104
2017-02-07,3813.0507799371144
2017-02-08,3992.667492512366
2017-02-09,3802.748568473953
2017-02-10,4097.974843631394
2017-02-11,4032.331338107671
2017-02-12,3961.7462682405176
2017-02-13,4174.913334362871
2017-02-14,4096.57135824662
2017-02-15,4102.04813338684
2017-02-16,3955.2001445892233
2017-02-17,4156.97958991781
2017-02-18,4263.0412728692
2017-02-19,4249.177126112593
2017-02-20,4024.8384108710748
2017-02-21,4310.993756085276
2017-02-22,4348.331139764412
2017-02-23,4287.610353041643
2017-02-24,4178.822770572148
2017-02-25,4080.9657823752827
2017-02-26,4155.03460242915
2017-02-27,4202.249065715705
2017-02-28,4301.691426567341
2017-03-01,4342.973268004413
2017-03-02,4225.451519891921
2017-03-03,4147.734722318197
2017-03-04,4283.011993458521
2017-03-05,4202.364853133688
2017-03-06,4481.620902057524
2017-03-07,4234.150737274412
2017-03-08,4416.876568955005
2017-03-09,4461.66469393048
2017-03-10,4289.2734636497225
2017-03-11,4498.447229317952
2017-03-12,4391.7320544221275
2017-03-13,4334.5037933261
2017-03-14,4326.940374157732
2017-03-15,4440.93438208923
2017-03-16,4545.261429426209
2017-03-17,4252.385369058314
2017-03-18,4512.035462932213
2017-03-19,4440.858833478351
2017-03-20,4385.374813884497
2017-03-21,4456.184917889462
2017-03-22,4470.456722133049
2017-03-23,4469.964726154267
2017-03-24,4561.593636174973
2017-03-25,4392.337327359059
2017-03-26,4685.374986670819
2017-03-27,4579.3071899547285
2017-03-28,4431.300455841974
2017-03-29,4298.8297785906925
2017-03-30,4492.48997862495
2017-03-31,4454.4633325166515
2017-04-01,4571.135618968727
2017-04-02,4569.264274980808
2017-04-03,4689.117540146159
2017-04-04,4482.284754558236
2017-04-05,4573.989448200935
2017-04-06,4449.820072932058
2017-04-07,4452.829873393741
2017-04-08,4642.596926398181
2017-04-09,4471.076343770634
2017-04-10,4470.627573226941
2017-04-11,4441.921079599864
2017-04-12,4506.205871976736
2017-04-13,4528.644766964456
2017-04-14,4451.3396562060125
2017-04-15,4342.258907948562
2017-04-16,4486.01821221151
2017-04-17,4362.231764706043
2017-04-18,4402.300907711365
2017-04-19,4452.666859526636
2017-04-20,4448.270392491067
2017-04-21,4180.681882559095
2017-04-22,4577.86453930408
2017-04-23,4477.61713372794
2017-04-24,4582.803494166368
2017-04-25,4631.605072333976
2017-04-26,4271.909011000403
2017-04-27,4298.725955465452
2017-04-28,4369.126051005039
2017-04-29,4426.783669473368
2017-04-30,4268.343444678298
2017-05-01,4275.461456358718
2017-05-02,4402.639923281028
2017-05-03,4191.374619068254
2017-05-04,4288.483973183231
2017-05-05,4362.283285306691
2017-05-06,4211.78488416819
2017-05-07,4301.76766538613
2017-05-08,4196.203438006622
2017-05-09,4031.9881520169884
2017-05-10,4121.041597497328
2017-05-11,4138.85672329238
2017-05-12,4108.4794763284535
2017-05-13,4127.703135594637
2017-05-14,4147.548359909742
2017-05-15,4118.813289948535
2017-05-16,4089.4547544132447
2017-05-17,4009.2644732179365
2017-05-18,4011.8099431114174
2017-05-19,3977.135553492043
2017-05-20,3936.056555411411
2017-05-21,4114.020740980157
2017-05-22,3764.1706017851466
2017-05-23,3958.6488376810817
2017-05-24,3749.6434534503446
2017-05-25,3833.0148740335826
2017-05-26,3952.6142756457366
2017-05-27,3821.9591098691076
2017-05-28,3969.633081795042
2017-05-29,3711.324144439089
2017-05-30,3754.740314908853
2017-05-31,3698.277987443047
2017-06-01,3740.4044407044325
2017-06-02,3684.612737305331
2017-06-03,3654.8007775583064
2017-06-04,3678.274587446978
2017-06-05,3757.073816840098
2017-06-06,3637.2189039756013
2017-06-07,3603.667507069607
2017-06-08,3544.4241892415967
2017-06-09,3478.101411593367
2017-06-10,3379.2959588059516
2017-06-11,3394.695355137044
2017-06-12,3478.427953296149
2017-06-13,3257.95066268721
2017-06-14,3490.9643209429732
2017-06-15,3357.7617199234937
2017-06-16,3280.570315339647
2017-06-17,3294.7849864773198
2017-06-18,3390.4532101642967
2017-06-19,3336.1895901237567
2017-06-20,3300.690475303008
2017-06-21,3426.606334126178
2017-06-22,3460.6244180745853
2017-06-23,3072.600288791934
2017-06-24,3265.7690845028856
2017-06-25,3076.0085042009873
2017-06-26,2989.944438429726
2017-06-27,3050.9126723176782
2017-06-28,3181.5886638962297
2017-06-29,3023.924941209247
2017-06-30,2982.720858612202
2017-07-01,3147.6498788440954
2017-07-02,3033.0683915070754
2017-07-03,2949.4527548656
2017-07-04,3115.2047010496844
2017-07-05,2957.420369051435
