cible_debit_J+0,cible_debit_J+1,cible_debit_J+2,cible_debit_J+3,cible_debit_J+4,cible_debit_J+5,cible_debit_J+6,cible_debit_J+7,cible_debit_J+8,cible_debit_J+9,cible_debit_J+10,cible_debit_J+11,cible_debit_J+12,cible_debit_J+13,cible_debit_J+14,cible_debit_J+15
3940.135705411056,3969.2942519922,3968.8366593316814,4008.4898050449883,4061.1002504091357,4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472
3969.2942519922,3968.8366593316814,4008.4898050449883,4061.1002504091357,4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061
3968.8366593316814,4008.4898050449883,4061.1002504091357,4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482
4008.4898050449883,4061.1002504091357,4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263
4061.1002504091357,4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648
4089.369006430385,4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546
4325.693618648391,4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519
4086.242075267378,4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087
4124.673852185455,4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657
4215.72655653448,4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333
4090.537688810329,4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784
4164.607781555194,4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285
4218.0722112339445,4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622
4309.064771421061,4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446
4114.594039343511,4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413
4397.519050140472,4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088
4238.929982632061,4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408
4304.5439270482,4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736
4385.356658815263,4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061
4379.387781460648,4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935
4431.503709660546,4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025
4354.780073838519,4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486
4346.982951992087,4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041
4391.676962074657,4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276
4271.139935451333,4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403
4502.406962113784,4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211
4313.3176944628285,4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735
4274.288448688622,4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902
4614.995857023446,4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972
4404.335576418413,4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275
4308.27307146088,4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428
4619.195987777408,4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239
4408.356875893736,4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818
4554.468327500061,4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027
4371.8159231161935,4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246
4435.960351747025,4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195
4297.62669137486,4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434
4280.793008774041,4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865
4378.815307942276,4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239
4472.989779083403,4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316
4564.488975469211,4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124
4730.769834309735,4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758
4387.978497543902,4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275
4594.644580241972,4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652
4435.4401857674275,4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058
4482.312429090428,4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324
4350.694122272239,4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068
4351.719111851818,4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613
4422.132265696027,4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235
4380.584036464246,4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561
4499.012589254195,4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936
4428.145824447434,4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724
4622.0528208481865,4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511
4510.427945860239,4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137
4509.350223086316,4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371
4603.828602108124,4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837
4538.714047071758,4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663
4479.547261422275,4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058
4470.147036345652,4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136
4462.625596863058,4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591
4577.457350749324,4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766
4542.723478299068,4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857
4495.203129973613,4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471
4532.259057883235,4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008
4391.257804819561,4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555
4489.720615517936,4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191
4289.866458789724,4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285
4557.884884885511,4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302
4423.79952482137,4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611
4424.35220777371,4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268
4456.753439197837,4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062
4386.232904056663,4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945
4351.771383935058,4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945,4166.785559186939
4485.731415207136,4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945,4166.785559186939,4177.314180603033
4367.494356454591,4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945,4166.785559186939,4177.314180603033,4269.800507879342
4253.097220139766,4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945,4166.785559186939,4177.314180603033,4269.800507879342,4157.5015268470725
4377.007463321857,4150.512240426471,4474.160328931008,4278.687536955555,4287.200148229191,4494.820377993285,4470.273478963302,4252.36467386611,4288.588107795268,4320.074102984062,4363.854489827945,4166.785559186939,4177.314180603033,4269.800507879342,4157.5015268470725,4188.871346359294
